cirp_id,sector,bench,admission_date,resolution_status,duration_days,admitted_claim_cr,realisation_pct,no_of_financial_creditors,resolution_applicants_received,ip_changed,litigation_pending,favourable_outcome
CIRP-00712,Telecom,NCLT Hyderabad,2019-05-02,Resolution Plan Approved,110,20.67,21.91,113,9,0,1,1
CIRP-00713,Energy,NCLT Chennai,2017-08-23,Settled,264,33.21,67.95,16,8,0,0,1
CIRP-00714,Telecom,NCLT Kolkata,2021-04-06,Liquidation Order,340,51.29,1.23,5,19,0,0,0
CIRP-00715,IT / Technology,NCLT Hyderabad,2018-07-09,Resolution Plan Approved,444,329.8,48.52,47,8,1,0,1
CIRP-00716,Healthcare,NCLT Ahmedabad,2022-10-12,Ongoing,369,42.53,,16,19,1,0,0
CIRP-00717,Real Estate,NCLT Hyderabad,2018-08-20,Withdrawn (Sec 12A),1037,7.15,65.3,122,10,0,0,1
CIRP-00718,Banking & Finance,NCLT Kolkata,2019-07-02,Liquidation Order,319,174.06,4.82,50,17,0,1,0
CIRP-00719,Healthcare,NCLT Chennai,2018-09-01,Resolution Plan Approved,442,56.61,36.88,150,4,1,1,1
CIRP-00720,Retail,NCLT Mumbai,2022-11-12,Settled,578,110.88,41.33,137,16,0,0,1
CIRP-00721,Energy,NCLT Mumbai,2017-10-17,Liquidation Order,275,8.12,13.11,116,12,0,1,0
CIRP-00722,Retail,NCLT Mumbai,2020-07-06,Withdrawn (Sec 12A),435,242.11,66.57,87,5,0,0,1
CIRP-00723,Infrastructure,NCLT Chennai,2021-09-12,Settled,1004,185.72,70.38,40,14,0,0,1
CIRP-00724,Others,NCLT Chennai,2020-07-02,Withdrawn (Sec 12A),168,25.22,48.71,85,4,0,0,1
CIRP-00725,Energy,NCLT Hyderabad,2019-12-26,Ongoing,303,270.17,,142,19,0,0,0
CIRP-00726,Others,NCLT Ahmedabad,2022-09-18,Appeal Pending,274,105.37,,9,5,0,0,0
CIRP-00727,Telecom,NCLT Mumbai,2021-06-12,Appeal Pending,66,23.06,,26,4,0,1,0
CIRP-00728,Infrastructure,NCLT Delhi,2017-05-18,Ongoing,339,33.8,,39,13,0,0,0
CIRP-00729,Energy,NCLT Delhi,2020-12-07,Settled,165,18.37,54.83,4,11,0,0,1
CIRP-00730,Energy,NCLT Chennai,2017-05-23,Resolution Plan Approved,980,325.12,47.15,10,1,0,0,1
CIRP-00731,Manufacturing,NCLT Delhi,2022-11-12,Appeal Pending,253,34.62,,27,0,0,0,0
CIRP-00732,Retail,NCLT Kolkata,2020-05-01,Appeal Pending,551,31.17,,13,8,0,0,0
CIRP-00733,Energy,NCLT Ahmedabad,2019-02-10,Withdrawn (Sec 12A),682,28.4,67.23,134,10,0,0,1
CIRP-00734,IT / Technology,NCLT Hyderabad,2021-01-23,Resolution Plan Approved,974,40.69,18.53,56,19,0,1,1
CIRP-00735,Infrastructure,NCLT Kolkata,2017-05-20,Settled,1050,13.52,79.11,35,19,0,0,1
CIRP-00736,Others,NCLT Mumbai,2019-10-31,Withdrawn (Sec 12A),341,163.15,73.35,61,3,1,0,1
CIRP-00737,Manufacturing,NCLT Kolkata,2022-03-21,Withdrawn (Sec 12A),425,923.65,66.61,5,9,0,0,1
CIRP-00738,Others,NCLT Kolkata,2018-12-26,Resolution Plan Approved,784,31.63,17.47,62,3,0,0,1
CIRP-00739,Real Estate,NCLT Hyderabad,2020-12-28,Settled,1052,12.38,35.54,19,20,0,1,1
CIRP-00740,Retail,NCLT Chennai,2022-10-20,Liquidation Order,984,11.27,3.02,91,10,0,1,0
CIRP-00741,Banking & Finance,NCLT Mumbai,2021-04-19,Liquidation Order,434,222.67,8.66,10,5,0,0,0
CIRP-00742,Banking & Finance,NCLT Kolkata,2017-03-20,Resolution Plan Approved,304,57.1,25.97,122,3,1,1,1
CIRP-00743,Energy,NCLT Chennai,2021-02-14,Settled,581,142.07,59.91,29,4,0,1,1
CIRP-00744,Manufacturing,NCLT Delhi,2019-09-16,Withdrawn (Sec 12A),884,15.35,52.01,121,10,0,0,1
CIRP-00745,Retail,NCLT Chennai,2021-12-31,Liquidation Order,382,0.89,7.57,37,8,0,0,0
CIRP-00746,Real Estate,NCLT Chennai,2022-04-21,Resolution Plan Approved,340,85.24,14.14,81,9,0,0,1
CIRP-00747,IT / Technology,NCLT Hyderabad,2018-07-27,Liquidation Order,779,575.75,2.85,3,0,0,0,0
CIRP-00748,Infrastructure,NCLT Mumbai,2021-07-02,Settled,981,43.57,88.68,84,19,0,0,1
CIRP-00749,Energy,NCLT Kolkata,2020-03-25,Ongoing,386,141.98,,40,18,0,1,0
CIRP-00750,IT / Technology,NCLT Ahmedabad,2021-05-21,Settled,366,8.72,78.96,66,5,0,1,1
CIRP-00751,Others,NCLT Mumbai,2021-04-05,Withdrawn (Sec 12A),305,3.19,74.65,49,7,0,1,1
CIRP-00752,Telecom,NCLT Chennai,2017-12-21,Liquidation Order,866,50.16,0.19,12,0,0,0,0
CIRP-00753,Others,NCLT Kolkata,2019-10-12,Appeal Pending,557,251.94,,105,11,0,1,0
CIRP-00754,Retail,NCLT Kolkata,2017-03-26,Settled,124,89.51,80.37,15,19,0,1,1
CIRP-00755,Telecom,NCLT Hyderabad,2017-01-26,Liquidation Order,1064,7.14,8.03,83,19,0,1,0
CIRP-00756,Energy,NCLT Delhi,2022-02-12,Settled,827,453.82,44.06,41,16,1,0,1
CIRP-00757,Energy,NCLT Ahmedabad,2018-12-27,Ongoing,177,654.39,,147,10,0,0,0
CIRP-00758,Energy,NCLT Chennai,2019-08-27,Liquidation Order,536,41.31,5.91,36,8,0,0,0
CIRP-00759,Telecom,NCLT Kolkata,2022-05-06,Ongoing,378,106.16,,70,5,1,0,0
CIRP-00760,Real Estate,NCLT Hyderabad,2022-02-02,Settled,356,39.22,49.44,107,3,0,0,1
CIRP-00761,Retail,NCLT Mumbai,2018-11-18,Ongoing,332,108.73,,117,4,0,0,0
CIRP-00762,Manufacturing,NCLT Delhi,2017-04-23,Liquidation Order,735,35.32,1.79,16,12,0,0,0
CIRP-00763,Others,NCLT Hyderabad,2022-10-10,Withdrawn (Sec 12A),655,10.34,59.97,9,17,1,0,1
CIRP-00764,Manufacturing,NCLT Kolkata,2017-08-06,Liquidation Order,185,52.49,0.92,133,6,1,0,0
CIRP-00765,Real Estate,NCLT Hyderabad,2020-05-15,Withdrawn (Sec 12A),515,613.18,70.97,58,8,0,0,1
CIRP-00766,Banking & Finance,NCLT Chennai,2017-08-28,Appeal Pending,180,32.01,,12,5,0,0,0
CIRP-00767,Telecom,NCLT Ahmedabad,2019-09-04,Appeal Pending,270,22.4,,93,17,0,0,0
CIRP-00768,Healthcare,NCLT Mumbai,2017-06-07,Liquidation Order,573,494.65,4.77,13,4,0,0,0
CIRP-00769,Retail,NCLT Kolkata,2021-04-24,Liquidation Order,1097,98.73,6.4,16,9,0,0,0
CIRP-00770,Manufacturing,NCLT Ahmedabad,2019-07-10,Settled,283,45.52,76.85,63,13,0,0,1
CIRP-00771,Manufacturing,NCLT Hyderabad,2017-08-12,Settled,474,33.99,74.74,146,12,0,0,1
CIRP-00772,Others,NCLT Delhi,2017-01-19,Appeal Pending,190,8.27,,73,14,0,1,0
CIRP-00773,Telecom,NCLT Kolkata,2020-12-10,Ongoing,253,146.78,,114,8,0,0,0
CIRP-00774,Energy,NCLT Mumbai,2017-12-20,Settled,227,78.79,77.64,102,15,0,0,1
CIRP-00775,Others,NCLT Chennai,2017-03-22,Resolution Plan Approved,417,431.39,48.71,38,2,0,1,1
CIRP-00776,IT / Technology,NCLT Hyderabad,2018-09-02,Resolution Plan Approved,883,352.0,34.5,5,12,0,0,1
CIRP-00777,Energy,NCLT Hyderabad,2021-07-14,Liquidation Order,933,372.05,9.99,113,7,1,0,0
CIRP-00778,Others,NCLT Delhi,2017-10-26,Withdrawn (Sec 12A),527,19.96,47.29,63,20,1,1,1
CIRP-00779,Energy,NCLT Delhi,2021-02-25,Withdrawn (Sec 12A),925,1048.71,38.06,71,12,0,1,1
CIRP-00780,Infrastructure,NCLT Delhi,2019-01-01,Resolution Plan Approved,855,215.87,32.42,77,6,1,0,1
CIRP-00781,Retail,NCLT Chennai,2019-01-21,Appeal Pending,560,85.63,,54,16,0,0,0
CIRP-00782,Infrastructure,NCLT Ahmedabad,2020-03-09,Settled,388,21.87,38.04,125,1,0,0,1
CIRP-00783,Infrastructure,NCLT Kolkata,2018-05-09,Liquidation Order,559,30.41,5.14,5,14,0,1,0
CIRP-00784,Healthcare,NCLT Ahmedabad,2020-10-27,Withdrawn (Sec 12A),244,284.45,74.77,2,19,0,0,1
CIRP-00785,Infrastructure,NCLT Chennai,2017-06-17,Settled,740,65.67,55.63,128,16,0,1,1
CIRP-00786,Banking & Finance,NCLT Chennai,2019-11-23,Withdrawn (Sec 12A),1004,261.56,64.6,54,12,0,0,1
CIRP-00787,Energy,NCLT Hyderabad,2019-08-09,Liquidation Order,696,12.71,0.2,99,11,0,0,0
CIRP-00788,Infrastructure,NCLT Delhi,2019-03-01,Appeal Pending,228,12.3,,103,19,0,0,0
CIRP-00789,Telecom,NCLT Delhi,2021-07-16,Settled,606,16.66,41.01,42,14,0,1,1
CIRP-00790,Infrastructure,NCLT Ahmedabad,2020-11-24,Liquidation Order,307,4.91,2.43,44,6,0,0,0
CIRP-00791,Telecom,NCLT Hyderabad,2020-02-19,Liquidation Order,357,40.85,7.43,142,5,0,0,0
CIRP-00792,Others,NCLT Ahmedabad,2019-01-08,Liquidation Order,666,1651.93,3.1,104,11,0,1,0
CIRP-00793,Real Estate,NCLT Ahmedabad,2018-11-12,Appeal Pending,543,125.5,,62,7,0,0,0
CIRP-00794,Banking & Finance,NCLT Ahmedabad,2017-05-07,Appeal Pending,182,5126.87,,145,2,0,0,0
CIRP-00795,Healthcare,NCLT Ahmedabad,2019-07-10,Appeal Pending,90,27.04,,37,20,0,0,0
CIRP-00796,Others,NCLT Delhi,2018-02-11,Settled,292,33.1,88.68,54,17,0,0,1
CIRP-00797,Banking & Finance,NCLT Mumbai,2018-06-07,Ongoing,103,61.17,,41,2,0,0,0
CIRP-00798,IT / Technology,NCLT Ahmedabad,2017-01-23,Resolution Plan Approved,455,1333.21,13.47,139,1,1,0,1
CIRP-00799,Banking & Finance,NCLT Mumbai,2017-02-20,Withdrawn (Sec 12A),160,69.1,63.84,58,10,0,0,1
CIRP-00800,Manufacturing,NCLT Chennai,2019-08-02,Liquidation Order,208,181.05,1.21,46,19,0,0,0
CIRP-00801,Real Estate,NCLT Ahmedabad,2018-07-16,Liquidation Order,655,375.61,1.09,2,7,1,0,0
CIRP-00802,Real Estate,NCLT Kolkata,2021-05-31,Appeal Pending,171,252.87,,127,10,0,0,0
CIRP-00803,Others,NCLT Mumbai,2022-09-13,Withdrawn (Sec 12A),901,92.95,32.21,129,10,0,0,1
CIRP-00804,IT / Technology,NCLT Mumbai,2019-09-13,Ongoing,396,263.4,,127,15,0,0,0
CIRP-00805,Manufacturing,NCLT Delhi,2020-03-27,Appeal Pending,189,186.41,,81,3,0,0,0
CIRP-00806,Infrastructure,NCLT Chennai,2022-06-22,Resolution Plan Approved,497,84.11,35.67,93,1,0,0,1
CIRP-00807,IT / Technology,NCLT Kolkata,2019-08-07,Withdrawn (Sec 12A),256,15.75,80.42,144,9,0,0,1
CIRP-00808,Infrastructure,NCLT Kolkata,2019-11-17,Appeal Pending,509,103.8,,66,11,0,1,0
CIRP-00809,Banking & Finance,NCLT Delhi,2021-08-08,Appeal Pending,54,141.3,,77,14,0,0,0
CIRP-00810,Infrastructure,NCLT Ahmedabad,2021-05-04,Resolution Plan Approved,605,44.11,22.39,113,0,0,0,1
CIRP-00811,IT / Technology,NCLT Delhi,2020-02-28,Withdrawn (Sec 12A),199,8.52,62.4,27,1,0,1,1
CIRP-00812,Manufacturing,NCLT Ahmedabad,2022-11-19,Appeal Pending,489,160.07,,24,15,0,0,0
CIRP-00813,IT / Technology,NCLT Ahmedabad,2017-07-13,Ongoing,350,20.03,,123,4,0,1,0
CIRP-00814,Retail,NCLT Ahmedabad,2022-10-04,Ongoing,119,16.2,,76,2,0,1,0
CIRP-00815,Banking & Finance,NCLT Chennai,2017-11-21,Liquidation Order,616,52.77,1.61,83,3,0,1,0
CIRP-00816,Manufacturing,NCLT Ahmedabad,2021-05-07,Ongoing,217,65.19,,111,1,0,1,0
CIRP-00817,Telecom,NCLT Kolkata,2021-11-19,Liquidation Order,857,652.69,3.9,150,2,0,0,0
CIRP-00818,Manufacturing,NCLT Mumbai,2022-06-02,Appeal Pending,273,59.42,,94,16,0,0,0
CIRP-00819,IT / Technology,NCLT Ahmedabad,2021-09-24,Settled,148,922.46,54.68,17,4,0,1,1
CIRP-00820,Telecom,NCLT Mumbai,2022-02-15,Withdrawn (Sec 12A),721,32.3,76.43,62,3,0,0,1
CIRP-00821,Infrastructure,NCLT Mumbai,2022-05-29,Appeal Pending,400,151.46,,105,14,0,1,0
CIRP-00822,Retail,NCLT Kolkata,2018-12-26,Ongoing,584,14.6,,144,2,0,0,0
CIRP-00823,Real Estate,NCLT Kolkata,2019-09-09,Withdrawn (Sec 12A),938,284.75,49.77,147,1,0,1,1
CIRP-00824,Healthcare,NCLT Delhi,2020-09-20,Liquidation Order,606,65.71,10.05,28,14,0,0,0
CIRP-00825,Retail,NCLT Delhi,2021-01-17,Settled,1008,126.77,80.26,71,8,0,0,1
CIRP-00826,Infrastructure,NCLT Mumbai,2019-01-06,Resolution Plan Approved,313,105.44,49.63,110,8,0,0,1
CIRP-00827,Retail,NCLT Delhi,2021-01-26,Settled,550,43.35,51.76,110,16,0,0,1
CIRP-00828,IT / Technology,NCLT Chennai,2019-01-26,Resolution Plan Approved,487,43.17,49.39,123,11,0,0,1
CIRP-00829,Manufacturing,NCLT Chennai,2017-09-08,Ongoing,289,150.09,,3,2,0,0,0
CIRP-00830,Real Estate,NCLT Kolkata,2019-10-26,Ongoing,110,9.48,,13,2,0,0,0
CIRP-00831,Real Estate,NCLT Hyderabad,2018-03-19,Liquidation Order,894,54.0,0.78,8,8,1,0,0
CIRP-00832,Banking & Finance,NCLT Chennai,2022-12-13,Ongoing,323,93.19,,90,16,0,1,0
CIRP-00833,Healthcare,NCLT Mumbai,2019-02-27,Ongoing,292,11.98,,75,16,0,0,0
CIRP-00834,Others,NCLT Kolkata,2020-09-22,Resolution Plan Approved,563,3.91,41.71,69,9,0,0,1
CIRP-00835,Energy,NCLT Ahmedabad,2021-12-04,Appeal Pending,61,106.7,,44,2,0,0,0
CIRP-00836,Retail,NCLT Hyderabad,2019-08-26,Resolution Plan Approved,1066,18.18,14.12,96,10,0,0,1
CIRP-00837,Telecom,NCLT Delhi,2021-02-13,Settled,1061,67.29,64.94,51,8,0,0,1
CIRP-00838,Manufacturing,NCLT Ahmedabad,2018-04-06,Ongoing,186,37.61,,21,10,0,0,0
CIRP-00839,Infrastructure,NCLT Kolkata,2020-07-12,Liquidation Order,731,184.38,0.4,14,12,0,1,0
CIRP-00840,Healthcare,NCLT Delhi,2017-03-14,Appeal Pending,306,14.21,,150,4,0,0,0
CIRP-00841,Real Estate,NCLT Delhi,2017-12-02,Ongoing,50,140.0,,95,17,1,0,0
CIRP-00842,Banking & Finance,NCLT Mumbai,2018-12-26,Settled,742,118.62,61.68,135,2,0,1,1
CIRP-00843,IT / Technology,NCLT Kolkata,2020-01-18,Withdrawn (Sec 12A),667,855.81,34.68,58,12,0,0,1
CIRP-00844,Healthcare,NCLT Mumbai,2019-06-08,Settled,229,240.02,70.97,62,16,0,0,1
CIRP-00845,Telecom,NCLT Kolkata,2017-08-03,Ongoing,338,42.1,,141,8,0,1,0
CIRP-00846,IT / Technology,NCLT Mumbai,2017-07-28,Withdrawn (Sec 12A),417,605.63,69.96,53,16,0,0,1
CIRP-00847,Telecom,NCLT Mumbai,2022-09-28,Settled,123,19.59,48.62,15,0,0,0,1
CIRP-00848,Manufacturing,NCLT Ahmedabad,2019-10-02,Appeal Pending,247,600.74,,9,2,0,0,0
CIRP-00849,IT / Technology,NCLT Kolkata,2021-12-18,Liquidation Order,249,47.75,1.11,14,20,0,0,0
CIRP-00850,Infrastructure,NCLT Chennai,2018-05-04,Ongoing,563,31.68,,18,19,0,0,0
CIRP-00851,Infrastructure,NCLT Hyderabad,2022-02-23,Resolution Plan Approved,313,54.81,36.07,70,20,0,1,1
CIRP-00852,Banking & Finance,NCLT Ahmedabad,2017-02-05,Appeal Pending,321,26.02,,58,11,1,1,0
CIRP-00853,Telecom,NCLT Hyderabad,2018-09-24,Withdrawn (Sec 12A),651,626.99,59.09,45,17,0,1,1
CIRP-00854,IT / Technology,NCLT Kolkata,2017-05-21,Liquidation Order,849,18.3,0.99,18,15,1,1,0
CIRP-00855,Others,NCLT Hyderabad,2020-04-25,Liquidation Order,595,12.1,3.67,59,0,0,1,0
CIRP-00856,Telecom,NCLT Ahmedabad,2018-09-01,Appeal Pending,388,33.7,,103,10,0,0,0
CIRP-00857,Manufacturing,NCLT Kolkata,2022-12-29,Ongoing,416,148.88,,97,17,0,0,0
CIRP-00858,Infrastructure,NCLT Kolkata,2019-07-12,Resolution Plan Approved,915,33.4,48.2,75,13,0,1,1
CIRP-00859,Energy,NCLT Mumbai,2017-08-25,Liquidation Order,428,0.85,0.28,122,5,0,0,0
CIRP-00860,Real Estate,NCLT Mumbai,2019-12-13,Withdrawn (Sec 12A),557,184.98,59.32,149,11,0,0,1
CIRP-00861,Energy,NCLT Chennai,2021-12-08,Resolution Plan Approved,1066,60.52,34.56,44,16,0,0,1
CIRP-00862,Energy,NCLT Chennai,2018-09-26,Ongoing,542,186.59,,63,15,0,0,0
CIRP-00863,Infrastructure,NCLT Kolkata,2019-06-16,Settled,1080,156.19,67.25,13,8,0,1,1
CIRP-00864,Banking & Finance,NCLT Hyderabad,2021-12-10,Appeal Pending,88,160.99,,130,8,1,0,0
CIRP-00865,Others,NCLT Chennai,2020-03-01,Ongoing,131,35.94,,48,5,1,1,0
CIRP-00866,Energy,NCLT Hyderabad,2020-04-26,Liquidation Order,1035,23.25,1.45,29,20,0,0,0
CIRP-00867,Energy,NCLT Ahmedabad,2022-05-14,Resolution Plan Approved,1030,532.89,43.19,85,11,0,1,1
CIRP-00868,Infrastructure,NCLT Chennai,2018-04-25,Liquidation Order,84,231.83,0.68,146,10,0,0,0
CIRP-00869,Real Estate,NCLT Kolkata,2022-04-10,Resolution Plan Approved,345,176.24,38.09,30,12,0,0,1
CIRP-00870,IT / Technology,NCLT Kolkata,2022-03-07,Settled,268,16.86,49.42,99,3,0,0,1
CIRP-00871,Real Estate,NCLT Hyderabad,2017-09-23,Ongoing,529,23.94,,131,4,0,0,0
CIRP-00872,Telecom,NCLT Chennai,2017-12-23,Liquidation Order,186,8.39,4.31,108,7,0,0,0
CIRP-00873,Telecom,NCLT Chennai,2020-05-05,Ongoing,62,122.29,,149,9,1,0,0
CIRP-00874,Infrastructure,NCLT Ahmedabad,2017-04-30,Ongoing,348,352.94,,51,3,0,0,0
CIRP-00875,Energy,NCLT Chennai,2022-05-11,Ongoing,64,120.58,,34,17,0,0,0
CIRP-00876,Healthcare,NCLT Kolkata,2022-03-16,Settled,795,42.06,53.46,8,13,1,1,1
CIRP-00877,Manufacturing,NCLT Hyderabad,2019-12-13,Ongoing,276,23.07,,150,3,0,0,0
CIRP-00878,Manufacturing,NCLT Delhi,2021-09-01,Ongoing,307,48.98,,43,16,0,1,0
CIRP-00879,Manufacturing,NCLT Delhi,2021-01-30,Ongoing,555,544.03,,112,15,0,1,0
CIRP-00880,Manufacturing,NCLT Mumbai,2018-07-31,Appeal Pending,121,16.25,,53,16,0,1,0
CIRP-00881,IT / Technology,NCLT Delhi,2021-06-24,Ongoing,308,67.76,,112,19,0,1,0
CIRP-00882,Healthcare,NCLT Kolkata,2022-06-02,Withdrawn (Sec 12A),182,267.73,56.77,55,9,0,0,1
CIRP-00883,Others,NCLT Kolkata,2021-06-11,Liquidation Order,910,1126.28,2.89,112,9,0,0,0
CIRP-00884,Banking & Finance,NCLT Ahmedabad,2021-10-26,Withdrawn (Sec 12A),968,65.12,39.48,72,16,0,0,1
CIRP-00885,Energy,NCLT Hyderabad,2020-05-03,Withdrawn (Sec 12A),484,242.85,29.0,122,5,0,0,1
CIRP-00886,Energy,NCLT Ahmedabad,2020-05-05,Withdrawn (Sec 12A),751,10.47,70.37,83,4,0,0,1
CIRP-00887,Others,NCLT Delhi,2018-12-21,Liquidation Order,803,54.56,1.35,98,13,0,0,0
CIRP-00888,Manufacturing,NCLT Chennai,2017-09-07,Appeal Pending,121,88.43,,78,15,0,0,0
CIRP-00889,IT / Technology,NCLT Hyderabad,2017-04-17,Ongoing,477,429.74,,50,14,0,0,0
CIRP-00890,Real Estate,NCLT Hyderabad,2022-06-01,Appeal Pending,598,225.14,,3,7,0,0,0
CIRP-00891,Banking & Finance,NCLT Mumbai,2019-08-25,Ongoing,473,114.81,,26,5,0,0,0
CIRP-00892,IT / Technology,NCLT Delhi,2019-09-24,Liquidation Order,915,214.67,4.5,63,8,0,0,0
CIRP-00893,IT / Technology,NCLT Kolkata,2020-04-21,Liquidation Order,95,5.16,0.32,67,11,0,0,0
CIRP-00894,Others,NCLT Delhi,2022-01-21,Resolution Plan Approved,935,1781.77,38.77,133,3,0,0,1
CIRP-00895,Manufacturing,NCLT Mumbai,2019-04-06,Liquidation Order,617,8.33,8.46,61,3,0,0,0
CIRP-00896,Manufacturing,NCLT Hyderabad,2017-02-15,Settled,508,367.19,56.9,38,20,0,0,1
CIRP-00897,Infrastructure,NCLT Hyderabad,2022-01-22,Appeal Pending,174,650.75,,116,6,0,0,0
CIRP-00898,Banking & Finance,NCLT Chennai,2022-10-13,Resolution Plan Approved,99,135.36,50.68,122,6,0,0,1
CIRP-00899,Healthcare,NCLT Mumbai,2020-06-16,Ongoing,235,1052.09,,24,17,0,0,0
CIRP-00900,Infrastructure,NCLT Delhi,2022-08-18,Ongoing,586,50.7,,125,12,1,0,0
CIRP-00901,Manufacturing,NCLT Ahmedabad,2022-07-01,Liquidation Order,203,19.66,10.23,83,6,0,0,0
CIRP-00902,IT / Technology,NCLT Kolkata,2019-08-22,Liquidation Order,774,119.11,2.05,24,7,0,0,0
CIRP-00903,Retail,NCLT Mumbai,2017-12-31,Settled,179,58.9,51.17,102,10,1,0,1
CIRP-00904,Others,NCLT Kolkata,2017-04-26,Liquidation Order,505,11.49,6.22,100,18,1,1,0
CIRP-00905,Healthcare,NCLT Kolkata,2020-07-01,Liquidation Order,598,29.32,4.11,45,0,0,0,0
CIRP-00906,Energy,NCLT Hyderabad,2022-01-23,Settled,662,6.43,73.37,147,11,0,0,1
CIRP-00907,Infrastructure,NCLT Chennai,2019-05-14,Settled,980,2.59,78.43,28,13,1,0,1
CIRP-00908,Telecom,NCLT Chennai,2017-01-28,Withdrawn (Sec 12A),448,96.56,65.69,72,17,0,0,1
CIRP-00909,Real Estate,NCLT Kolkata,2021-12-31,Appeal Pending,394,342.46,,142,0,0,0,0
CIRP-00910,IT / Technology,NCLT Kolkata,2021-08-10,Liquidation Order,1088,104.33,4.86,46,6,0,0,0
CIRP-00911,Infrastructure,NCLT Hyderabad,2022-01-11,Resolution Plan Approved,107,43.69,28.17,56,16,0,0,1
CIRP-00912,Banking & Finance,NCLT Mumbai,2018-10-19,Liquidation Order,905,21.31,3.51,60,0,0,1,0
CIRP-00913,Banking & Finance,NCLT Mumbai,2019-10-02,Liquidation Order,699,94.7,1.46,132,0,0,1,0
CIRP-00914,Real Estate,NCLT Chennai,2020-05-26,Withdrawn (Sec 12A),701,101.41,58.57,87,4,0,1,1
CIRP-00915,Retail,NCLT Chennai,2022-03-31,Withdrawn (Sec 12A),259,86.0,67.75,32,4,0,1,1
CIRP-00916,Telecom,NCLT Mumbai,2020-11-21,Withdrawn (Sec 12A),723,326.14,70.43,141,20,0,0,1
CIRP-00917,Infrastructure,NCLT Chennai,2018-05-14,Withdrawn (Sec 12A),538,13.78,84.17,110,5,0,0,1
CIRP-00918,Telecom,NCLT Kolkata,2017-08-11,Resolution Plan Approved,709,6.72,17.08,104,19,0,0,1
CIRP-00919,Others,NCLT Mumbai,2020-11-10,Liquidation Order,612,288.87,2.49,101,4,0,1,0
CIRP-00920,Energy,NCLT Delhi,2017-05-14,Resolution Plan Approved,376,20.37,38.34,63,5,0,0,1
CIRP-00921,Infrastructure,NCLT Ahmedabad,2018-09-02,Withdrawn (Sec 12A),585,1072.84,65.38,6,6,0,0,1
CIRP-00922,IT / Technology,NCLT Mumbai,2017-10-21,Resolution Plan Approved,991,443.33,31.2,19,17,0,1,1
CIRP-00923,Real Estate,NCLT Mumbai,2022-01-24,Appeal Pending,151,181.33,,26,0,0,0,0
CIRP-00924,IT / Technology,NCLT Kolkata,2018-06-06,Ongoing,191,4.08,,44,20,0,0,0
CIRP-00925,IT / Technology,NCLT Ahmedabad,2020-05-18,Liquidation Order,806,2.17,2.35,40,2,0,0,0
CIRP-00926,Energy,NCLT Chennai,2021-08-28,Settled,641,52.05,81.44,149,14,0,1,1
CIRP-00927,Healthcare,NCLT Hyderabad,2019-12-01,Liquidation Order,860,39.26,8.33,71,1,0,1,0
CIRP-00928,Infrastructure,NCLT Hyderabad,2017-03-04,Appeal Pending,163,39.44,,60,11,1,0,0
CIRP-00929,Real Estate,NCLT Chennai,2017-06-19,Ongoing,176,163.72,,109,17,0,0,0
CIRP-00930,Telecom,NCLT Kolkata,2018-01-20,Appeal Pending,387,43.91,,9,2,0,1,0
CIRP-00931,Banking & Finance,NCLT Kolkata,2020-01-06,Appeal Pending,233,1.48,,67,17,0,0,0
CIRP-00932,Others,NCLT Chennai,2019-08-01,Resolution Plan Approved,1017,3.61,18.39,96,2,0,0,1
CIRP-00933,Telecom,NCLT Hyderabad,2022-01-28,Appeal Pending,285,23.61,,89,5,0,0,0
CIRP-00934,Retail,NCLT Kolkata,2020-02-17,Ongoing,261,381.91,,7,11,0,0,0
CIRP-00935,Banking & Finance,NCLT Hyderabad,2019-05-18,Liquidation Order,82,970.46,4.77,138,14,1,0,0
CIRP-00936,Telecom,NCLT Kolkata,2022-01-16,Settled,566,70.63,85.91,53,1,0,0,1
CIRP-00937,Telecom,NCLT Chennai,2022-01-20,Appeal Pending,73,53.93,,81,8,0,0,0
CIRP-00938,Real Estate,NCLT Kolkata,2020-03-22,Withdrawn (Sec 12A),474,266.3,63.58,15,3,0,1,1
CIRP-00939,Healthcare,NCLT Hyderabad,2018-06-23,Withdrawn (Sec 12A),319,1568.06,58.22,30,10,0,1,1
CIRP-00940,Retail,NCLT Kolkata,2017-11-27,Ongoing,524,16.94,,114,0,0,0,0
CIRP-00941,Telecom,NCLT Ahmedabad,2017-05-26,Appeal Pending,232,81.18,,93,13,0,0,0
CIRP-00942,Others,NCLT Ahmedabad,2022-05-26,Ongoing,438,24.23,,39,0,0,0,0
CIRP-00943,Others,NCLT Ahmedabad,2018-12-21,Settled,633,139.51,64.98,83,14,0,1,1
CIRP-00944,Healthcare,NCLT Chennai,2017-02-12,Resolution Plan Approved,366,43.08,40.37,96,1,0,0,1
CIRP-00945,Manufacturing,NCLT Kolkata,2019-11-22,Liquidation Order,432,1051.64,9.68,6,11,0,0,0
CIRP-00946,Banking & Finance,NCLT Hyderabad,2017-02-03,Settled,938,23.52,66.87,70,5,0,0,1
CIRP-00947,Telecom,NCLT Hyderabad,2019-01-16,Ongoing,392,17.61,,67,16,0,0,0
CIRP-00948,Telecom,NCLT Mumbai,2019-02-18,Resolution Plan Approved,530,136.04,39.33,42,15,0,0,1
CIRP-00949,Real Estate,NCLT Kolkata,2021-08-12,Appeal Pending,192,32.88,,99,11,0,0,0
