case_id,case_type,court,court_hierarchy,state,sector,filing_date,disposal_date,duration_months,claim_amount_lakhs,claimant_lawyer_win_rate,respondent_is_govt,respondent_is_psu,num_prior_adjournments,has_interim_order,represented_by_senior_counsel,favourable_outcome,disposal_category,realisation_pct,filing_year,filing_quarter,case_age_months,log_claim_amount,claim_bucket,court_avg_duration,court_avg_win_rate,adjournment_density,case_type_enc,court_enc,state_enc,sector_enc,claim_bucket_enc
SYNTH-04393,Labour / Employment,Commercial Court,2,West Bengal,Banking & Finance,2012-01-15,2016-02-23,50,62.99,0.71,0,0,3,0,1,1,Decree in favour of plaintiff,,2012,1,171.96666666666667,4.158726821151369,50-200L,24.0,0.5288966725043783,0.01744524132583834,8,0,9,0,2
SYNTH-04394,IP Infringement,High Court (Original),3,Karnataka,IT / Technology,2013-03-29,2019-08-25,78,516.92,0.37,0,0,7,1,0,0,Dismissed for default,,2013,1,157.33333333333334,6.249820790177934,0.2-1Cr,36.0,0.45454545454545453,0.04449152542372881,6,5,2,3,0
SYNTH-04395,Specific Performance,NCLAT,3,Karnataka,Real Estate,2013-01-22,2015-02-11,25,59.66,0.33,0,0,18,1,1,0,Withdrawn,,2013,1,159.53333333333333,4.105284502260435,50-200L,18.0,0.4585635359116022,0.11282908483075638,12,6,2,7,2
SYNTH-04396,Civil Suit,District Court,1,Telangana,Manufacturing,2012-03-01,2015-05-15,39,160.44,0.35,0,0,10,0,0,0,Dismissed for default,,2012,1,170.43333333333334,5.084133556605299,50-200L,47.0,0.4567219152854512,0.05867396831605711,3,3,7,5,2
SYNTH-04397,Civil Suit,NCLAT,3,West Bengal,Banking & Finance,2020-12-14,2022-04-08,16,22.55,0.56,0,0,14,0,0,1,Decree in favour of plaintiff,,2020,4,63.43333333333333,3.159125820462427,10-50L,18.0,0.4585635359116022,0.2207041513399895,3,6,9,0,1
SYNTH-04398,Commercial Dispute,Consumer Forum (District),1,West Bengal,IT / Technology,2014-02-14,2014-09-12,7,48.2,0.57,0,0,17,0,0,1,Settlement / Compromise,,2014,1,146.6,3.8958936234982624,10-50L,20.0,0.49544626593806923,0.1159618008185539,4,1,9,3,1
SYNTH-04399,Labour / Employment,District Court,1,Tamil Nadu,Real Estate,2020-03-10,2027-01-03,83,361.03,0.5,0,0,4,0,1,1,Settlement / Compromise,,2020,1,72.73333333333333,5.891727081320177,0.2-1Cr,47.0,0.4567219152854512,0.054995417048579284,8,3,6,7,0
SYNTH-04400,Civil Suit,Consumer Forum (District),1,Maharashtra,Healthcare,2011-03-17,2012-11-06,20,14.4,0.47,0,0,3,1,0,1,Decree in favour of plaintiff,,2011,1,182.1,2.7343675094195836,10-50L,20.0,0.49544626593806923,0.016474464579901153,3,1,3,2,1
SYNTH-04401,CIRP (IBC),Supreme Court,4,Telangana,Healthcare,2013-09-04,2021-05-25,94,53.35,0.48,0,0,12,0,0,1,Settlement / Compromise,27.44,2013,3,152.03333333333333,3.9954446135672184,50-200L,60.0,0.44227642276422763,0.0789300591975444,2,8,7,2,2
SYNTH-04402,Writ (HC),Consumer Forum (State),2,Uttar Pradesh,Infrastructure,2020-07-22,2024-04-02,45,165.27,0.64,0,0,11,0,1,0,Settlement / Compromise,,2020,3,68.26666666666667,5.113612973052288,50-200L,27.0,0.4752475247524752,0.1611328125,13,2,8,4,2
SYNTH-04403,Specific Performance,Commercial Court,2,Tamil Nadu,Energy,2019-09-11,2022-08-26,36,14.97,0.34,0,0,10,0,0,0,Dismissed for default,,2019,3,78.76666666666667,2.770711962226921,10-50L,24.0,0.5288966725043783,0.12695725772323319,12,0,6,1,1
SYNTH-04404,Partition,Commercial Court,2,West Bengal,Infrastructure,2021-03-20,2023-03-10,24,48.32,0.77,0,0,13,1,0,0,Settlement / Compromise,,2021,1,60.233333333333334,3.8983296782961436,10-50L,24.0,0.5288966725043783,0.2158273381294964,11,0,9,4,1
SYNTH-04405,Appeal (HC),Consumer Forum (District),1,Telangana,IT / Technology,2010-08-13,2012-12-30,29,419.72,0.67,0,0,2,0,0,1,Settlement / Compromise,,2010,3,189.3,6.041967529281089,0.2-1Cr,20.0,0.49544626593806923,0.010565240359218171,0,1,7,3,0
SYNTH-04406,Injunction,Commercial Court,2,Rajasthan,Real Estate,2016-12-26,2017-11-21,11,10.89,0.44,0,0,9,1,0,0,Transferred,,2016,4,111.73333333333333,2.4756977107026903,10-50L,24.0,0.5288966725043783,0.0805489260143198,7,0,5,7,1
SYNTH-04407,Appeal (HC),Consumer Forum (State),2,Karnataka,Others,2014-12-12,2018-01-25,38,25.48,0.57,0,0,22,1,0,1,Decree in favour of plaintiff,,2014,4,136.56666666666666,3.2763897310688073,10-50L,27.0,0.4752475247524752,0.16109348303636808,0,2,2,6,1
SYNTH-04408,Partition,High Court (Appeal),3,Tamil Nadu,Manufacturing,2020-04-18,2025-06-21,63,31.2,0.4,0,0,21,0,0,0,Transferred,,2020,2,71.43333333333334,3.4719664525503626,10-50L,42.0,0.46953405017921146,0.29398040130657954,11,4,6,5,1
SYNTH-04409,CIRP (IBC),Consumer Forum (State),2,Punjab,Real Estate,2021-05-28,2022-07-22,14,3.9,0.6,0,0,5,0,0,0,Dismissed for default,4.1,2021,2,57.93333333333333,1.589235205116581,<10L,27.0,0.4752475247524752,0.08630609896432681,2,2,4,7,3
SYNTH-04410,Partition,NCLAT,3,Uttar Pradesh,Infrastructure,2010-09-22,2012-06-13,21,0.19,0.57,0,0,30,0,0,0,Dismissed for default,,2010,3,187.96666666666667,0.17395330712343804,<10L,18.0,0.4585635359116022,0.15960276644795177,11,6,8,4,3
SYNTH-04411,Labour / Employment,NCLAT,3,Uttar Pradesh,Retail,2020-09-12,2022-08-03,23,6.13,0.32,0,0,12,1,0,0,Withdrawn,,2020,3,66.53333333333333,1.9643112344262046,<10L,18.0,0.4585635359116022,0.18036072144288579,8,6,8,8,3
SYNTH-04412,Liquidation (IBC),Commercial Court,2,Gujarat,Infrastructure,2019-10-10,2020-07-06,9,2.77,0.58,0,0,25,0,0,1,Decree in favour of plaintiff,12.99,2019,4,77.8,1.3270750014599193,<10L,24.0,0.5288966725043783,0.3213367609254499,9,0,1,4,3
SYNTH-04413,Specific Performance,Commercial Court,2,West Bengal,Others,2015-08-07,2016-11-29,16,5.59,0.66,0,0,23,1,0,1,Decree in favour of plaintiff,,2015,3,128.63333333333333,1.8855533485144158,<10L,24.0,0.5288966725043783,0.17880279865250065,12,0,9,6,3
SYNTH-04414,Appeal (HC),High Court (Original),3,Karnataka,Healthcare,2013-02-15,2016-01-31,36,10.39,0.5,0,0,0,0,0,0,Transferred,,2013,1,158.73333333333332,2.432735777459091,10-50L,36.0,0.45454545454545453,0.0,0,5,2,2,1
SYNTH-04415,Appeal (HC),NCLT,2,Telangana,Banking & Finance,2012-04-26,2016-04-05,48,480.74,0.69,0,1,23,0,0,0,Dismissed on merits,,2012,2,168.56666666666666,6.177404549424647,0.2-1Cr,29.0,0.44669117647058826,0.1364445323314218,0,7,7,0,0
SYNTH-04416,Commercial Dispute,High Court (Original),3,Gujarat,Others,2019-02-26,2021-10-13,32,430.92,0.5,0,0,36,0,0,0,Withdrawn,,2019,1,85.33333333333333,6.068240385910031,0.2-1Cr,36.0,0.45454545454545453,0.421875,4,5,1,6,0
SYNTH-04417,Specific Performance,Supreme Court,4,Gujarat,Manufacturing,2020-11-07,2030-08-17,119,61.99,0.27,0,0,10,0,0,0,Dismissed for default,,2020,4,64.66666666666667,4.142975983633837,50-200L,60.0,0.44227642276422763,0.15463917525773194,12,8,1,5,2
SYNTH-04418,Civil Suit,High Court (Original),3,Telangana,Manufacturing,2019-08-25,2026-08-18,85,21.49,0.43,0,0,8,0,0,1,Decree in favour of plaintiff,,2019,3,79.33333333333333,3.1130707659712242,10-50L,36.0,0.45454545454545453,0.10084033613445378,3,5,7,5,1
SYNTH-04419,IP Infringement,NCLT,2,Telangana,Manufacturing,2011-04-26,2012-03-21,11,5.3,0.63,0,0,13,0,0,0,Dismissed on merits,,2011,2,180.76666666666668,1.840549633397487,<10L,29.0,0.44669117647058826,0.07191591370090356,6,7,7,5,3
SYNTH-04420,Civil Suit,Commercial Court,2,Gujarat,Manufacturing,2011-06-17,2012-11-08,17,121.69,0.43,0,0,15,0,1,1,Decree in favour of plaintiff,,2011,2,179.03333333333333,4.809660848803092,50-200L,24.0,0.5288966725043783,0.08378328058089742,3,0,1,5,2
SYNTH-04421,Consumer Dispute,Commercial Court,2,Rajasthan,Energy,2014-03-07,2015-04-01,13,19.81,0.34,0,0,25,1,0,0,Decree in favour of defendant,,2014,1,145.9,3.035433640405543,10-50L,24.0,0.5288966725043783,0.17135023989033585,5,0,5,1,1
SYNTH-04422,Civil Suit,Consumer Forum (District),1,Tamil Nadu,Real Estate,2019-10-03,2020-07-29,10,20.5,0.49,0,0,18,1,0,0,Withdrawn,,2019,4,78.03333333333333,3.068052935133617,10-50L,20.0,0.49544626593806923,0.2306706535668518,3,1,6,7,1
SYNTH-04423,Appeal (HC),Consumer Forum (District),1,Telangana,IT / Technology,2010-09-03,2013-11-16,39,93.35,0.5,1,1,4,0,1,0,Dismissed on merits,,2010,3,188.6,4.547011271814559,50-200L,20.0,0.49544626593806923,0.021208907741251327,0,1,7,3,2
SYNTH-04424,Labour / Employment,Consumer Forum (State),2,Rajasthan,IT / Technology,2010-03-17,2011-11-07,20,340.6,0.45,0,0,8,1,0,0,Transferred,,2010,1,194.26666666666668,5.833640461914415,0.2-1Cr,27.0,0.4752475247524752,0.04118050789293068,8,2,5,3,0
SYNTH-04425,Civil Suit,District Court,1,Maharashtra,IT / Technology,2016-04-08,2020-03-18,48,66.72,0.39,1,1,3,0,0,0,Withdrawn,,2016,2,120.46666666666667,4.2153815572649345,50-200L,47.0,0.4567219152854512,0.024903154399557276,3,3,3,3,2
SYNTH-04426,Civil Suit,High Court (Original),3,Maharashtra,Infrastructure,2016-05-09,2021-07-12,63,32.66,0.56,0,0,26,1,0,1,Settlement / Compromise,,2016,2,119.43333333333334,3.51631018876266,10-50L,36.0,0.45454545454545453,0.21769466927156014,3,5,3,4,1
SYNTH-04427,Civil Suit,Commercial Court,2,Gujarat,Real Estate,2020-04-13,2023-04-28,37,193.91,0.27,0,0,13,1,0,0,Dismissed on merits,,2020,2,71.6,5.27253791356055,50-200L,24.0,0.5288966725043783,0.18156424581005587,3,0,1,7,2
SYNTH-04428,Money Recovery,High Court (Appeal),3,West Bengal,Telecom,2018-03-05,2021-05-18,39,6.72,0.65,0,0,2,0,1,1,Decree in favour of plaintiff,54.15,2018,1,97.26666666666667,2.0438143640366846,<10L,42.0,0.46953405017921146,0.0205620287868403,10,4,9,9,3
SYNTH-04429,Appeal (HC),NCLAT,3,Gujarat,Banking & Finance,2012-08-06,2013-09-30,14,175.73,0.4,0,0,4,1,1,0,Withdrawn,,2012,3,165.16666666666666,5.174623144201705,50-200L,18.0,0.4585635359116022,0.02421796165489405,0,6,1,0,2
SYNTH-04430,Consumer Dispute,NCLT,2,West Bengal,Banking & Finance,2012-12-13,2014-06-06,18,73.88,0.76,0,0,4,1,0,1,Settlement / Compromise,,2012,4,160.86666666666667,4.315886832169337,50-200L,29.0,0.44669117647058826,0.02486531288852051,5,7,9,0,2
SYNTH-04431,Arbitration,Commercial Court,2,Gujarat,Others,2012-09-27,2016-02-09,41,212.65,0.31,0,0,30,0,0,0,Withdrawn,,2012,3,163.43333333333334,5.364339162090034,0.2-1Cr,24.0,0.5288966725043783,0.1835610850499694,1,0,1,6,0
SYNTH-04432,Specific Performance,High Court (Appeal),3,Rajasthan,Infrastructure,2012-07-05,2016-02-15,44,36.52,0.27,1,0,20,1,0,0,Settlement / Compromise,,2012,3,166.23333333333332,3.624874124138024,10-50L,42.0,0.46953405017921146,0.12031281331461802,12,4,5,4,1
SYNTH-04433,Arbitration,NCLAT,3,Delhi,Telecom,2014-10-31,2015-08-27,10,38.91,0.32,0,0,31,0,1,0,Dismissed for default,,2014,4,137.96666666666667,3.686626919060642,10-50L,18.0,0.4585635359116022,0.22469195457840058,1,6,0,9,1
SYNTH-04434,Arbitration,High Court (Original),3,Uttar Pradesh,Retail,2010-09-18,2012-03-11,18,32.63,0.55,0,0,11,1,1,0,Dismissed for default,,2010,3,188.1,3.515418525752178,10-50L,36.0,0.45454545454545453,0.058479532163742694,1,5,8,8,1
SYNTH-04435,Consumer Dispute,District Court,1,Maharashtra,Real Estate,2019-08-12,2021-03-04,19,7.55,0.62,1,0,14,0,0,1,Decree in favour of plaintiff,,2019,3,79.76666666666667,2.145931282948669,<10L,47.0,0.4567219152854512,0.17551190973673214,5,3,3,7,3
SYNTH-04436,Labour / Employment,High Court (Appeal),3,Punjab,Others,2011-09-02,2016-12-04,64,166.02,0.71,0,1,17,0,1,1,Settlement / Compromise,,2011,3,176.46666666666667,5.118113565725084,50-200L,42.0,0.46953405017921146,0.09633547412164714,8,4,4,6,2
SYNTH-04437,Money Recovery,Consumer Forum (State),2,Karnataka,Energy,2013-09-11,2015-09-01,24,60.17,0.71,0,0,7,0,0,1,Decree in favour of plaintiff,65.02,2013,3,151.8,4.113656873254474,50-200L,27.0,0.4752475247524752,0.0461133069828722,10,2,2,1,2
SYNTH-04438,CIRP (IBC),Consumer Forum (State),2,Telangana,Manufacturing,2016-11-10,2019-07-28,33,7.35,0.65,0,0,16,0,0,0,Transferred,1.47,2016,4,113.26666666666667,2.122261538862764,<10L,27.0,0.4752475247524752,0.14125956444967627,2,2,7,5,3
SYNTH-04439,Consumer Dispute,NCLT,2,West Bengal,Others,2017-06-02,2019-08-21,27,77.6,0.7,1,0,11,0,0,1,Settlement / Compromise,,2017,2,106.46666666666667,4.364371699435161,50-200L,29.0,0.44669117647058826,0.10331872260488416,5,7,9,6,2
SYNTH-04440,IP Infringement,Supreme Court,4,Karnataka,Others,2019-10-23,2026-03-20,78,14.22,0.74,0,0,2,1,0,0,Transferred,,2019,4,77.36666666666666,2.7226103524335397,10-50L,60.0,0.44227642276422763,0.025850926324859975,6,8,2,6,1
SYNTH-04441,Consumer Dispute,High Court (Original),3,Uttar Pradesh,Manufacturing,2020-07-03,2023-04-19,34,60.23,0.33,0,1,27,0,0,0,Transferred,,2020,3,68.9,4.114637265489863,50-200L,36.0,0.45454545454545453,0.39187227866473145,5,5,8,5,2
SYNTH-04442,CIRP (IBC),Supreme Court,4,Punjab,Manufacturing,2020-04-16,2023-08-29,41,10.98,0.53,1,1,8,1,1,0,Dismissed for default,0.77,2020,2,71.5,2.4832385926873033,10-50L,60.0,0.44227642276422763,0.11188811188811189,2,8,4,5,1
SYNTH-04443,Money Recovery,NCLAT,3,Karnataka,Manufacturing,2014-11-29,2016-12-18,25,14.05,0.36,0,0,29,0,1,1,Decree in favour of plaintiff,49.08,2014,4,137.0,2.711377991194885,10-50L,18.0,0.4585635359116022,0.2116788321167883,10,6,2,5,1
SYNTH-04444,Commercial Dispute,Supreme Court,4,Karnataka,Others,2011-11-19,2016-06-25,56,41.19,0.71,0,0,5,0,0,1,Decree in favour of plaintiff,,2011,4,173.86666666666667,3.7421832261362473,10-50L,60.0,0.44227642276422763,0.02875766871165644,4,8,2,6,1
SYNTH-04445,Consumer Dispute,NCLAT,3,West Bengal,Others,2012-08-17,2015-12-30,41,86.37,0.62,0,0,25,1,0,1,Settlement / Compromise,,2012,3,164.8,4.470151974310003,50-200L,18.0,0.4585635359116022,0.15169902912621358,5,6,9,6,2
SYNTH-04446,Labour / Employment,Supreme Court,4,Delhi,Others,2012-06-23,2014-09-11,27,540.57,0.79,0,1,17,1,0,1,Settlement / Compromise,,2012,2,166.63333333333333,6.2944723286311115,0.2-1Cr,60.0,0.44227642276422763,0.10202040408081617,8,8,0,6,0
SYNTH-04447,Appeal (HC),High Court (Original),3,Tamil Nadu,Manufacturing,2020-09-16,2024-01-29,41,31.18,0.47,0,0,1,0,0,1,Settlement / Compromise,,2020,3,66.4,3.471345141564237,10-50L,36.0,0.45454545454545453,0.01506024096385542,0,5,6,5,1
SYNTH-04448,Civil Suit,NCLAT,3,Gujarat,Real Estate,2018-10-10,2021-08-25,35,16.98,0.47,0,0,27,1,0,1,Decree in favour of plaintiff,,2018,4,89.96666666666667,2.8892600290434745,10-50L,18.0,0.4585635359116022,0.30011115227862173,3,6,1,7,1
SYNTH-04449,Appeal (HC),Consumer Forum (State),2,West Bengal,Others,2010-08-06,2016-01-07,66,62.8,0.61,0,0,38,1,0,1,Decree in favour of plaintiff,,2010,3,189.53333333333333,4.155753190350744,50-200L,27.0,0.4752475247524752,0.20049243756595145,0,2,9,6,2
SYNTH-04450,Arbitration,High Court (Original),3,Gujarat,Retail,2011-01-28,2015-12-03,59,5438.47,0.63,0,0,2,0,0,1,Settlement / Compromise,,2011,1,183.7,8.601436908633133,>1Cr,36.0,0.45454545454545453,0.010887316276537834,1,5,1,8,4
SYNTH-04451,Specific Performance,NCLT,2,West Bengal,Real Estate,2011-09-30,2014-05-17,32,47.22,0.57,0,0,8,1,0,1,Decree in favour of plaintiff,,2011,3,175.53333333333333,3.875773872753025,10-50L,29.0,0.44669117647058826,0.04557538928978352,12,7,9,7,1
SYNTH-04452,Civil Suit,NCLAT,3,Maharashtra,Energy,2014-01-15,2014-11-11,10,45.57,0.58,0,0,2,0,1,0,Withdrawn,,2014,1,147.6,3.840956556994286,10-50L,18.0,0.4585635359116022,0.013550135501355014,3,6,3,1,1
SYNTH-04453,Consumer Dispute,Commercial Court,2,Karnataka,Banking & Finance,2016-12-18,2018-02-11,14,41.25,0.59,0,0,33,1,1,0,Transferred,,2016,4,112.0,3.7436043538031827,10-50L,24.0,0.5288966725043783,0.29464285714285715,5,0,2,0,1
SYNTH-04454,CIRP (IBC),Consumer Forum (District),1,Gujarat,Healthcare,2016-04-05,2023-03-30,85,65.33,0.56,0,1,7,0,0,1,Settlement / Compromise,28.58,2016,2,120.56666666666666,4.194642283537465,50-200L,20.0,0.49544626593806923,0.058059165053912086,2,1,1,2,2
SYNTH-04455,Consumer Dispute,District Court,1,Rajasthan,Healthcare,2010-11-29,2014-02-11,39,263.12,0.4,0,0,12,0,1,0,Transferred,,2010,4,185.7,5.576403545326371,0.2-1Cr,47.0,0.4567219152854512,0.06462035541195477,5,3,5,2,0
SYNTH-04456,Injunction,High Court (Original),3,Punjab,Real Estate,2017-03-24,2020-01-08,34,609.92,0.28,0,0,25,1,1,0,Settlement / Compromise,,2017,1,108.8,6.414966017702245,0.2-1Cr,36.0,0.45454545454545453,0.2297794117647059,7,5,4,7,0
SYNTH-04457,Commercial Dispute,High Court (Appeal),3,Tamil Nadu,Healthcare,2021-02-12,2023-12-29,35,37.44,0.41,0,0,25,0,0,1,Decree in favour of plaintiff,,2021,1,61.43333333333333,3.6490985841020915,10-50L,42.0,0.46953405017921146,0.40694519804666307,4,4,6,2,1
SYNTH-04458,Arbitration,Commercial Court,2,Rajasthan,Real Estate,2015-07-28,2016-10-20,15,30.72,0.39,0,0,18,1,0,0,Dismissed for default,,2015,3,128.96666666666667,3.456947396766647,10-50L,24.0,0.5288966725043783,0.1395709485655208,1,0,5,7,1
SYNTH-04459,Money Recovery,Consumer Forum (State),2,Delhi,Banking & Finance,2013-10-31,2014-09-26,11,2.24,0.28,0,0,1,1,0,1,Settlement / Compromise,94.61,2013,4,150.13333333333333,1.1755733298042381,<10L,27.0,0.4752475247524752,0.006660746003552398,10,2,0,0,3
SYNTH-04460,Partition,District Court,1,West Bengal,Real Estate,2013-03-19,2019-06-16,76,4.12,0.69,1,0,15,1,1,1,Decree in favour of plaintiff,,2013,1,157.66666666666666,1.6331544390514163,<10L,47.0,0.4567219152854512,0.09513742071881608,11,3,9,7,3
SYNTH-04461,Writ (HC),District Court,1,Maharashtra,Others,2020-05-29,2025-08-31,64,89.78,0.44,0,0,22,1,0,0,Dismissed on merits,,2020,2,70.06666666666666,4.508438997028319,50-200L,47.0,0.4567219152854512,0.3139866793529972,13,3,3,6,2
SYNTH-04462,CIRP (IBC),District Court,1,West Bengal,Banking & Finance,2018-11-21,2023-07-28,57,294.67,0.39,0,0,17,1,0,1,Decree in favour of plaintiff,36.09,2018,4,88.56666666666666,5.689243967535078,0.2-1Cr,47.0,0.4567219152854512,0.19194580353782462,2,3,9,0,0
SYNTH-04463,Appeal (HC),Supreme Court,4,Gujarat,IT / Technology,2013-03-03,2016-05-16,39,3.32,0.32,0,0,28,1,1,0,Withdrawn,,2013,1,158.2,1.463255402256019,<10L,60.0,0.44227642276422763,0.1769911504424779,0,8,1,3,3
SYNTH-04464,Injunction,District Court,1,Gujarat,Others,2018-07-23,2021-03-09,32,730.66,0.26,0,0,19,0,0,0,Withdrawn,,2018,3,92.6,6.595315925182339,0.2-1Cr,47.0,0.4567219152854512,0.20518358531317496,7,3,1,6,0
SYNTH-04465,Money Recovery,High Court (Original),3,Punjab,Others,2021-11-24,2023-04-18,17,54.56,0.57,0,0,25,0,0,1,Decree in favour of plaintiff,48.62,2021,4,51.93333333333333,4.017463517886143,50-200L,36.0,0.45454545454545453,0.4813863928112966,10,5,4,6,2
SYNTH-04466,IP Infringement,High Court (Appeal),3,Uttar Pradesh,Real Estate,2014-04-22,2024-08-27,126,273.16,0.62,0,0,12,0,0,0,Decree in favour of defendant,,2014,2,144.36666666666667,5.613711877566353,0.2-1Cr,42.0,0.46953405017921146,0.08312168090510275,6,4,8,7,0
SYNTH-04467,Partition,High Court (Original),3,Tamil Nadu,Telecom,2016-08-05,2021-02-10,55,16.21,0.56,0,0,19,1,0,0,Dismissed on merits,,2016,3,116.5,2.845490610223448,10-50L,36.0,0.45454545454545453,0.1630901287553648,11,5,6,9,1
SYNTH-04468,Commercial Dispute,High Court (Appeal),3,Rajasthan,Others,2010-10-31,2012-08-21,22,35.65,0.59,0,0,28,1,0,0,Withdrawn,,2010,4,186.66666666666666,3.6014134283326604,10-50L,42.0,0.46953405017921146,0.15,4,4,5,6,1
SYNTH-04469,CIRP (IBC),NCLT,2,Delhi,Infrastructure,2018-10-20,2024-02-21,65,143.8,0.66,1,0,16,1,0,0,Settlement / Compromise,2.63,2018,4,89.63333333333334,4.975353479951616,50-200L,29.0,0.44669117647058826,0.17850502045370026,2,7,0,4,2
SYNTH-04470,Writ (HC),NCLT,2,Maharashtra,Healthcare,2013-09-21,2016-04-08,31,147.45,0.6,0,0,10,0,0,0,Settlement / Compromise,,2013,3,151.46666666666667,5.000248201209769,50-200L,29.0,0.44669117647058826,0.06602112676056338,13,7,3,2,2
SYNTH-04471,Labour / Employment,Commercial Court,2,West Bengal,Real Estate,2013-07-31,2015-01-22,18,6.54,0.31,0,0,0,0,0,1,Settlement / Compromise,,2013,3,153.2,2.020222182019865,<10L,24.0,0.5288966725043783,0.0,8,0,9,7,3
SYNTH-04472,Civil Suit,Commercial Court,2,Telangana,Infrastructure,2018-06-25,2021-04-10,34,349.54,0.77,0,0,39,0,0,1,Settlement / Compromise,,2018,2,93.53333333333333,5.85947482264503,0.2-1Cr,24.0,0.5288966725043783,0.41696364932287955,3,0,7,4,0
SYNTH-04473,IP Infringement,NCLAT,3,Delhi,IT / Technology,2019-06-16,2020-04-11,10,187.33,0.45,1,0,35,0,0,1,Settlement / Compromise,,2019,2,81.66666666666667,5.2381957432066555,50-200L,18.0,0.4585635359116022,0.42857142857142855,6,6,0,3,2
SYNTH-04474,Appeal (HC),NCLT,2,Tamil Nadu,IT / Technology,2017-07-21,2023-03-22,69,54.41,0.26,0,0,25,1,0,1,Settlement / Compromise,,2017,3,104.83333333333333,4.014760082879258,50-200L,29.0,0.44669117647058826,0.2384737678855326,0,7,6,3,2
SYNTH-04475,Commercial Dispute,Supreme Court,4,Punjab,Retail,2010-07-05,2013-09-17,39,65.66,0.54,0,0,33,0,1,1,Settlement / Compromise,,2010,3,190.6,4.199605072879594,50-200L,60.0,0.44227642276422763,0.17313746065057714,4,8,4,8,2
SYNTH-04476,Partition,NCLAT,3,Delhi,Telecom,2014-02-10,2015-03-07,13,21.65,0.63,0,0,4,1,0,1,Settlement / Compromise,,2014,1,146.73333333333332,3.120159851929043,10-50L,18.0,0.4585635359116022,0.02726033621081327,11,6,0,9,1
SYNTH-04477,CIRP (IBC),District Court,1,Maharashtra,Healthcare,2012-05-05,2017-03-10,59,4.93,0.59,0,0,31,0,0,0,Transferred,1.52,2012,2,168.26666666666668,1.780024213009634,<10L,47.0,0.4567219152854512,0.18423137876386686,2,3,3,2,3
SYNTH-04478,Liquidation (IBC),District Court,1,Karnataka,Others,2015-01-25,2018-10-06,45,909.45,0.75,0,0,20,1,0,0,Dismissed for default,0.79,2015,1,135.1,6.813938982777852,0.2-1Cr,47.0,0.4567219152854512,0.14803849000740193,9,3,2,6,0
SYNTH-04479,Arbitration,NCLT,2,Rajasthan,IT / Technology,2016-02-18,2019-09-30,44,24.79,0.66,0,0,31,0,1,1,Settlement / Compromise,,2016,1,122.13333333333334,3.2499868198932536,10-50L,29.0,0.44669117647058826,0.2538209606986899,1,7,5,3,1
SYNTH-04480,Arbitration,High Court (Original),3,Gujarat,Real Estate,2010-07-13,2013-07-27,37,46.37,0.5,0,0,8,1,1,1,Settlement / Compromise,,2010,3,190.33333333333334,3.85798911693566,10-50L,36.0,0.45454545454545453,0.04203152364273205,1,5,1,7,1
SYNTH-04481,CIRP (IBC),District Court,1,Gujarat,Telecom,2021-05-27,2027-12-22,80,7.65,0.49,0,0,0,1,0,1,Decree in favour of plaintiff,12.82,2021,2,57.96666666666667,2.157559320943788,<10L,47.0,0.4567219152854512,0.0,2,3,1,9,3
SYNTH-04482,Consumer Dispute,Supreme Court,4,Karnataka,IT / Technology,2011-05-04,2020-06-15,111,105.22,0.61,0,0,13,0,1,0,Transferred,,2011,2,180.5,4.665512414994253,50-200L,60.0,0.44227642276422763,0.07202216066481995,5,8,2,3,2
SYNTH-04483,Specific Performance,Consumer Forum (District),1,Gujarat,Retail,2011-11-24,2013-02-16,15,1.67,0.8,0,1,27,0,1,1,Decree in favour of plaintiff,,2011,4,173.7,0.9820784724121582,<10L,20.0,0.49544626593806923,0.15544041450777202,12,1,1,8,3
SYNTH-04484,Consumer Dispute,Supreme Court,4,Tamil Nadu,Retail,2011-06-12,2015-10-19,53,255.17,0.6,0,0,10,0,0,0,Decree in favour of defendant,,2011,2,179.2,5.545841286587624,0.2-1Cr,60.0,0.44227642276422763,0.05580357142857143,5,8,6,8,0
SYNTH-04485,Liquidation (IBC),NCLT,2,Delhi,Retail,2017-09-02,2019-08-23,24,56.97,0.29,0,0,23,0,0,0,Dismissed on merits,0.36,2017,3,103.4,4.059925635351641,50-200L,29.0,0.44669117647058826,0.22243713733075435,9,7,0,8,2
SYNTH-04486,Specific Performance,Commercial Court,2,Delhi,Real Estate,2018-10-09,2021-10-23,37,42.13,0.27,0,0,5,0,0,0,Transferred,,2018,4,90.0,3.764218810659752,10-50L,24.0,0.5288966725043783,0.05555555555555555,12,0,0,7,1
SYNTH-04487,Arbitration,High Court (Original),3,West Bengal,Infrastructure,2019-04-01,2020-11-21,20,49.41,0.62,0,0,21,0,0,0,Decree in favour of defendant,,2019,2,84.2,3.9201895680945396,10-50L,36.0,0.45454545454545453,0.2494061757719715,1,5,9,4,1
SYNTH-04488,Liquidation (IBC),Consumer Forum (District),1,Karnataka,Manufacturing,2015-08-06,2016-02-02,6,90.5,0.59,0,0,30,0,0,1,Decree in favour of plaintiff,38.58,2015,3,128.66666666666666,4.516338972281476,50-200L,20.0,0.49544626593806923,0.23316062176165805,9,1,2,5,2
SYNTH-04489,CIRP (IBC),NCLT,2,Karnataka,Energy,2012-09-21,2016-09-30,49,100.76,0.41,1,0,17,0,1,0,Settlement / Compromise,1.6,2012,3,163.63333333333333,4.622617099591812,50-200L,29.0,0.44669117647058826,0.1038908127928295,2,7,2,1,2
